Year,Sport,Discipline,Country,Gender,Medal
1968,Rowing,Rowing,AUS,Men,Silver
1972,Aquatics,Swimming,AUS,Women,Bronze
1972,Aquatics,Swimming,AUS,Women,Bronze
1972,Aquatics,Swimming,AUS,Men,Silver
1972,Aquatics,Swimming,AUS,Women,Gold
1972,Aquatics,Swimming,AUS,Women,Gold
1972,Aquatics,Swimming,AUS,Women,Gold
1972,Aquatics,Swimming,AUS,Men,Gold
1972,Aquatics,Swimming,AUS,Women,Gold
1972,Aquatics,Swimming,AUS,Women,Gold
1972,Aquatics,Swimming,AUS,Women,Silver
1972,Athletics,Athletics,AUS,Women,Silver
1972,Athletics,Athletics,AUS,Women,Silver
1972,Cycling,Cycling Road,AUS,Men,Silver
1972,Cycling,Cycling Track,AUS,Men,Silver
1972,Cycling,Cycling Track,AUS,Men,Silver
1972,Sailing,Sailing,AUS,Men,Gold
1972,Sailing,Sailing,AUS,Men,Gold
1972,Sailing,Sailing,AUS,Men,Gold
1972,Sailing,Sailing,AUS,Men,Gold
1972,Sailing,Sailing,AUS,Men,Gold
1976,Aquatics,Swimming,AUS,Men,Bronze
1976,Equestrian,Eventing,AUS,Men,Bronze
1976,Equestrian,Eventing,AUS,Men,Bronze
1976,Equestrian,Eventing,AUS,Men,Bronze
1976,Equestrian,Eventing,AUS,Men,Bronze
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Hockey,Hockey,AUS,Men,Silver
1976,Sailing,Sailing,AUS,Men,Bronze
1976,Sailing,Sailing,AUS,Men,Bronze
1976,Sailing,Sailing,AUS,Men,Bronze
1980,Aquatics,Swimming,AUS,Men,Bronze
1980,Aquatics,Swimming,AUS,Men,Bronze
1980,Aquatics,Swimming,AUS,Men,Bronze
1980,Aquatics,Swimming,AUS,Women,Bronze
1980,Aquatics,Swimming,AUS,Men,Bronze
1980,Aquatics,Swimming,AUS,Men,Gold
1980,Aquatics,Swimming,AUS,Men,Gold
1980,Aquatics,Swimming,AUS,Men,Gold
1980,Aquatics,Swimming,AUS,Men,Gold
1980,Aquatics,Swimming,AUS,Women,Gold
1980,Athletics,Athletics,AUS,Men,Silver
1980,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Silver
1984,Aquatics,Swimming,AUS,Men,Bronze
1984,Aquatics,Swimming,AUS,Men,Bronze
1984,Aquatics,Swimming,AUS,Men,Silver
1984,Aquatics,Swimming,AUS,Men,Silver
1984,Aquatics,Swimming,AUS,Men,Gold
1984,Aquatics,Swimming,AUS,Women,Silver
1984,Aquatics,Swimming,AUS,Women,Bronze
1984,Aquatics,Swimming,AUS,Men,Bronze
1984,Aquatics,Swimming,AUS,Men,Bronze
1984,Aquatics,Swimming,AUS,Women,Silver
1984,Aquatics,Swimming,AUS,Men,Silver
1984,Aquatics,Swimming,AUS,Men,Silver
1984,Aquatics,Swimming,AUS,Men,Silver
1984,Aquatics,Swimming,AUS,Men,Silver
1984,Aquatics,Swimming,AUS,Men,Bronze
1984,Aquatics,Swimming,AUS,Men,Bronze
1984,Aquatics,Swimming,AUS,Men,Bronze
1984,Aquatics,Swimming,AUS,Men,Bronze
1984,Athletics,Athletics,AUS,Women,Gold
1984,Athletics,Athletics,AUS,Men,Silver
1984,Athletics,Athletics,AUS,Women,Bronze
1984,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Bronze
1984,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Bronze
1984,Cycling,Cycling Track,AUS,Men,Gold
1984,Cycling,Cycling Track,AUS,Men,Gold
1984,Cycling,Cycling Track,AUS,Men,Gold
1984,Cycling,Cycling Track,AUS,Men,Gold
1984,Rowing,Rowing,AUS,Men,Bronze
1984,Rowing,Rowing,AUS,Men,Bronze
1984,Rowing,Rowing,AUS,Men,Bronze
1984,Rowing,Rowing,AUS,Men,Bronze
1984,Rowing,Rowing,AUS,Men,Bronze
1984,Rowing,Rowing,AUS,Men,Bronze
1984,Rowing,Rowing,AUS,Men,Bronze
1984,Rowing,Rowing,AUS,Men,Bronze
1984,Rowing,Rowing,AUS,Men,Bronze
1984,Rowing,Rowing,AUS,Women,Bronze
1984,Rowing,Rowing,AUS,Women,Bronze
1984,Rowing,Rowing,AUS,Women,Bronze
1984,Rowing,Rowing,AUS,Women,Bronze
1984,Rowing,Rowing,AUS,Women,Bronze
1984,Rowing,Rowing,AUS,Men,Silver
1984,Rowing,Rowing,AUS,Men,Silver
1984,Rowing,Rowing,AUS,Men,Silver
1984,Rowing,Rowing,AUS,Men,Silver
1984,Sailing,Sailing,AUS,Men,Bronze
1984,Sailing,Sailing,AUS,Men,Bronze
1984,Shooting,Shooting,AUS,Women,Bronze
1984,Weightlifting,Weightlifting,AUS,Men,Gold
1984,Weightlifting,Weightlifting,AUS,Men,Silver
1988,Aquatics,Swimming,AUS,Men,Gold
1988,Aquatics,Swimming,AUS,Men,Silver
1988,Aquatics,Swimming,AUS,Women,Bronze
1988,Athletics,Athletics,AUS,Women,Gold
1988,Athletics,Athletics,AUS,Women,Silver
1988,Boxing,Boxing,AUS,Men,Silver
1988,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Silver
1988,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Bronze
1988,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Bronze
1988,Cycling,Cycling Track,AUS,Men,Silver
1988,Cycling,Cycling Track,AUS,Men,Silver
1988,Cycling,Cycling Track,AUS,Men,Bronze
1988,Cycling,Cycling Track,AUS,Men,Bronze
1988,Cycling,Cycling Track,AUS,Men,Bronze
1988,Cycling,Cycling Track,AUS,Men,Bronze
1988,Cycling,Cycling Track,AUS,Men,Bronze
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Hockey,Hockey,AUS,Women,Gold
1988,Tennis,Tennis,AUS,Women,Bronze
1988,Tennis,Tennis,AUS,Women,Bronze
1992,Aquatics,Swimming,AUS,Men,Bronze
1992,Aquatics,Swimming,AUS,Women,Bronze
1992,Aquatics,Swimming,AUS,Men,Gold
1992,Aquatics,Swimming,AUS,Men,Silver
1992,Aquatics,Swimming,AUS,Women,Bronze
1992,Aquatics,Swimming,AUS,Women,Bronze
1992,Aquatics,Swimming,AUS,Men,Silver
1992,Aquatics,Swimming,AUS,Women,Bronze
1992,Aquatics,Swimming,AUS,Women,Silver
1992,Athletics,Athletics,AUS,Women,Bronze
1992,Athletics,Athletics,AUS,Men,Bronze
1992,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Gold
1992,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Bronze
1992,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Bronze
1992,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Bronze
1992,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Bronze
1992,Canoe / Kayak,Canoe / Kayak S,AUS,Women,Silver
1992,Cycling,Cycling Road,AUS,Women,Gold
1992,Cycling,Cycling Track,AUS,Men,Silver
1992,Cycling,Cycling Track,AUS,Women,Silver
1992,Cycling,Cycling Track,AUS,Men,Silver
1992,Cycling,Cycling Track,AUS,Men,Silver
1992,Cycling,Cycling Track,AUS,Men,Silver
1992,Cycling,Cycling Track,AUS,Men,Silver
1992,Cycling,Cycling Track,AUS,Men,Silver
1992,Equestrian,Eventing,AUS,Men,Gold
1992,Equestrian,Eventing,AUS,Men,Gold
1992,Equestrian,Eventing,AUS,Men,Gold
1992,Equestrian,Eventing,AUS,Men,Gold
1992,Equestrian,Eventing,AUS,Women,Gold
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Hockey,Hockey,AUS,Men,Silver
1992,Rowing,Rowing,AUS,Men,Gold
1992,Rowing,Rowing,AUS,Men,Gold
1992,Rowing,Rowing,AUS,Men,Gold
1992,Rowing,Rowing,AUS,Men,Gold
1992,Rowing,Rowing,AUS,Men,Gold
1992,Rowing,Rowing,AUS,Men,Gold
1992,Sailing,Sailing,AUS,Men,Bronze
1992,Sailing,Sailing,AUS,Men,Bronze
1992,Sailing,Sailing,AUS,Men,Bronze
1992,Tennis,Tennis,AUS,Women,Bronze
1992,Tennis,Tennis,AUS,Women,Bronze
1996,Aquatics,Swimming,AUS,Women,Bronze
1996,Aquatics,Swimming,AUS,Men,Silver
1996,Aquatics,Swimming,AUS,Men,Gold
1996,Aquatics,Swimming,AUS,Men,Silver
1996,Aquatics,Swimming,AUS,Men,Bronze
1996,Aquatics,Swimming,AUS,Women,Gold
1996,Aquatics,Swimming,AUS,Women,Silver
1996,Aquatics,Swimming,AUS,Men,Bronze
1996,Aquatics,Swimming,AUS,Men,Bronze
1996,Aquatics,Swimming,AUS,Men,Bronze
1996,Aquatics,Swimming,AUS,Men,Bronze
1996,Aquatics,Swimming,AUS,Men,Bronze
1996,Aquatics,Swimming,AUS,Men,Bronze
1996,Aquatics,Swimming,AUS,Men,Bronze
1996,Aquatics,Swimming,AUS,Women,Silver
1996,Aquatics,Swimming,AUS,Women,Silver
1996,Aquatics,Swimming,AUS,Women,Silver
1996,Aquatics,Swimming,AUS,Women,Silver
1996,Aquatics,Swimming,AUS,Women,Silver
1996,Aquatics,Swimming,AUS,Women,Silver
1996,Aquatics,Swimming,AUS,Women,Bronze
1996,Aquatics,Swimming,AUS,Women,Bronze
1996,Aquatics,Swimming,AUS,Women,Bronze
1996,Aquatics,Swimming,AUS,Women,Bronze
1996,Aquatics,Swimming,AUS,Women,Bronze
1996,Athletics,Athletics,AUS,Women,Silver
1996,Athletics,Athletics,AUS,Women,Silver
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Basketball,Basketball,AUS,Women,Bronze
1996,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Bronze
1996,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Bronze
1996,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Bronze
1996,Canoe / Kayak,Canoe / Kayak F,AUS,Women,Bronze
1996,Canoe / Kayak,Canoe / Kayak F,AUS,Women,Bronze
1996,Cycling,Cycling Track,AUS,Men,Bronze
1996,Cycling,Cycling Track,AUS,Men,Bronze
1996,Cycling,Cycling Track,AUS,Women,Bronze
1996,Cycling,Cycling Track,AUS,Women,Silver
1996,Cycling,Cycling Track,AUS,Men,Bronze
1996,Cycling,Cycling Track,AUS,Men,Bronze
1996,Cycling,Cycling Track,AUS,Men,Bronze
1996,Cycling,Cycling Track,AUS,Men,Bronze
1996,Cycling,Cycling Track,AUS,Men,Bronze
1996,Equestrian,Eventing,AUS,Men,Gold
1996,Equestrian,Eventing,AUS,Men,Gold
1996,Equestrian,Eventing,AUS,Women,Gold
1996,Equestrian,Eventing,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Men,Bronze
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Hockey,Hockey,AUS,Women,Gold
1996,Rowing,Rowing,AUS,Men,Silver
1996,Rowing,Rowing,AUS,Men,Silver
1996,Rowing,Rowing,AUS,Men,Gold
1996,Rowing,Rowing,AUS,Men,Gold
1996,Rowing,Rowing,AUS,Men,Gold
1996,Rowing,Rowing,AUS,Men,Gold
1996,Rowing,Rowing,AUS,Men,Bronze
1996,Rowing,Rowing,AUS,Men,Bronze
1996,Rowing,Rowing,AUS,Women,Bronze
1996,Rowing,Rowing,AUS,Women,Bronze
1996,Rowing,Rowing,AUS,Women,Gold
1996,Rowing,Rowing,AUS,Women,Gold
1996,Rowing,Rowing,AUS,Men,Bronze
1996,Rowing,Rowing,AUS,Men,Bronze
1996,Rowing,Rowing,AUS,Men,Bronze
1996,Rowing,Rowing,AUS,Men,Bronze
1996,Sailing,Sailing,AUS,Men,Silver
1996,Sailing,Sailing,AUS,Men,Silver
1996,Sailing,Sailing,AUS,Men,Bronze
1996,Sailing,Sailing,AUS,Men,Bronze
1996,Shooting,Shooting,AUS,Women,Bronze
1996,Shooting,Shooting,AUS,Men,Gold
1996,Shooting,Shooting,AUS,Men,Gold
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Softball,Softball,AUS,Women,Bronze
1996,Tennis,Tennis,AUS,Men,Gold
1996,Tennis,Tennis,AUS,Men,Gold
1996,Volleyball,Beach volley.,AUS,Women,Bronze
1996,Volleyball,Beach volley.,AUS,Women,Bronze
1996,Weightlifting,Weightlifting,AUS,Men,Bronze
2000,Aquatics,Diving,AUS,Women,Bronze
2000,Aquatics,Diving,AUS,Women,Bronze
2000,Aquatics,Diving,AUS,Men,Bronze
2000,Aquatics,Diving,AUS,Men,Bronze
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Men,Bronze
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Men,Bronze
2000,Aquatics,Swimming,AUS,Men,Bronze
2000,Aquatics,Swimming,AUS,Women,Bronze
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Women,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Men,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Men,Gold
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Swimming,AUS,Women,Silver
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Aquatics,Water polo,AUS,Women,Gold
2000,Archery,Archery,AUS,Men,Gold
2000,Athletics,Athletics,AUS,Women,Gold
2000,Athletics,Athletics,AUS,Men,Silver
2000,Athletics,Athletics,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Basketball,Basketball,AUS,Women,Silver
2000,Canoe / Kayak,Canoe / Kayak F,AUS,Women,Bronze
2000,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Silver
2000,Canoe / Kayak,Canoe / Kayak F,AUS,Men,Silver
2000,Cycling,Cycling Track,AUS,Men,Bronze
2000,Cycling,Cycling Track,AUS,Women,Silver
2000,Cycling,Cycling Track,AUS,Men,Bronze
2000,Cycling,Cycling Track,AUS,Men,Silver
2000,Cycling,Cycling Track,AUS,Men,Gold
2000,Cycling,Cycling Track,AUS,Men,Gold
2000,Cycling,Cycling Track,AUS,Men,Bronze
2000,Cycling,Cycling Track,AUS,Men,Bronze
2000,Cycling,Cycling Track,AUS,Men,Bronze
2000,Equestrian,Eventing,AUS,Men,Silver
2000,Equestrian,Eventing,AUS,Men,Gold
2000,Equestrian,Eventing,AUS,Men,Gold
2000,Equestrian,Eventing,AUS,Men,Gold
2000,Equestrian,Eventing,AUS,Men,Gold
2000,Gymnastics,Trampoline,AUS,Men,Silver
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Men,Bronze
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Hockey,Hockey,AUS,Women,Gold
2000,Judo,Judo,AUS,Women,Bronze
2000,Rowing,Rowing,AUS,Men,Bronze
2000,Rowing,Rowing,AUS,Men,Bronze
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Bronze
2000,Rowing,Rowing,AUS,Men,Bronze
2000,Rowing,Rowing,AUS,Men,Bronze
2000,Rowing,Rowing,AUS,Men,Bronze
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Men,Silver
2000,Rowing,Rowing,AUS,Women,Silver
2000,Rowing,Rowing,AUS,Women,Silver
2000,Sailing,Sailing,AUS,Men,Gold
2000,Sailing,Sailing,AUS,Men,Gold
2000,Sailing,Sailing,AUS,Women,Gold
2000,Sailing,Sailing,AUS,Women,Gold
2000,Sailing,Sailing,AUS,Men,Bronze
2000,Sailing,Sailing,AUS,Men,Silver
2000,Sailing,Sailing,AUS,Men,Silver
2000,Shooting,Shooting,AUS,Women,Bronze
2000,Shooting,Shooting,AUS,Men,Silver
2000,Shooting,Shooting,AUS,Men,Gold
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Softball,Softball,AUS,Women,Bronze
2000,Taekwondo,Taekwondo,AUS,Women,Gold
2000,Taekwondo,Taekwondo,AUS,Men,Silver
2000,Tennis,Tennis,AUS,Men,Silver
2000,Tennis,Tennis,AUS,Men,Silver
2000,Triathlon,Triathlon,AUS,Women,Silver
2000,Volleyball,Beach volley.,AUS,Women,Gold
2000,Volleyball,Beach volley.,AUS,Women,Gold
2004,Aquatics,Diving,AUS,Men,Silver
2004,Aquatics,Diving,AUS,Women,Bronze
2004,Aquatics,Diving,AUS,Women,Gold
2004,Aquatics,Diving,AUS,Men,Bronze
2004,Aquatics,Diving,AUS,Men,Bronze
2004,Aquatics,Diving,AUS,Men,Bronze
2004,Aquatics,Diving,AUS,Men,Bronze
2004,Aquatics,Diving,AUS,Women,Bronze
2004,Aquatics,Diving,AUS,Women,Bronze
2004,Aquatics,Swimming,AUS,Women,Bronze
2004,Aquatics,Swimming,AUS,Women,Silver
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Men,Bronze
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Men,Gold
2004,Aquatics,Swimming,AUS,Women,Silver
2004,Aquatics,Swimming,AUS,Women,Silver
2004,Aquatics,Swimming,AUS,Men,Gold
2004,Aquatics,Swimming,AUS,Men,Gold
2004,Aquatics,Swimming,AUS,Men,Silver
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Women,Gold
2004,Aquatics,Swimming,AUS,Men,Silver
2004,Aquatics,Swimming,AUS,Men,Silver
2004,Aquatics,Swimming,AUS,Men,Silver
2004,Aquatics,Swimming,AUS,Men,Silver
2004,Aquatics,Swimming,AUS,Men,Silver
2004,Aquatics,Swimming,AUS,Men,Silver
2004,Aquatics,Swimming,AUS,Men,Silver
2004,Aquatics,Swimming,AUS,Women,Bronze
2004,Archery,Archery,AUS,Men,Bronze
